image_path,relative_path,filename,torn_evidence_score,folded_evidence_score,burnt_evidence_score,stain_evidence_score,torn_dynamic_threshold,folded_dynamic_threshold,burnt_dynamic_threshold,stain_dynamic_threshold,torn_adjustment,folded_adjustment,burnt_adjustment,stain_adjustment,torn_mode,folded_mode,burnt_mode,stain_mode,raw_torn,raw_folded,raw_burnt,raw_stain,predicted_torn,predicted_folded,predicted_burnt,predicted_stain,predicted_normal,predicted_labels,classification_status,min_evidence_margin,normal_rule,burnt_implies_stain,calibration_version
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_240.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_240.jpg,20_new_240.jpg,0.004800,0.009700,-0.000700,-0.000100,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,0,0,1,1,0,0,0,Torn; Folded,strong_prediction,0.001700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_241.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_241.jpg,20_new_241.jpg,0.008300,0.010400,0.000300,0.001500,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,0,0,1,1,0,0,0,Torn; Folded,strong_prediction,0.002400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_242.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_242.jpg,20_new_242.jpg,0.003600,0.003200,-0.004200,-0.002700,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.004100,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_243.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_243.jpg,20_new_243.jpg,0.006000,0.006500,0.000300,-0.001600,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.001500,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_244.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_244.jpg,20_new_244.jpg,0.000800,0.003700,0.001400,-0.003300,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.001300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_245.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_245.jpg,20_new_245.jpg,0.004100,0.006100,-0.001400,-0.001900,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.001900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_246.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_246.jpg,20_new_246.jpg,0.004000,0.005300,-0.000500,-0.000400,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.002700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_247.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_247.jpg,20_new_247.jpg,0.005100,0.007800,0.002300,0.001500,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,uncertain,0.000200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_248.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_248.jpg,20_new_248.jpg,0.000900,0.001600,-0.002000,-0.001200,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.001400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_249.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_249.jpg,20_new_249.jpg,-0.006200,0.000700,-0.004400,-0.005000,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.005700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_25.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_25.jpg,20_new_25.jpg,-0.011200,-0.004000,-0.013800,-0.007700,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,uncertain,0.000300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_250.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_250.jpg,20_new_250.jpg,-0.004500,0.001800,-0.004800,-0.003800,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.004000,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_251.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_251.jpg,20_new_251.jpg,-0.002900,0.000900,-0.003400,-0.002700,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.002400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_252.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_252.jpg,20_new_252.jpg,-0.003800,0.000500,-0.005900,-0.004900,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.003300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_253.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_253.jpg,20_new_253.jpg,-0.003500,0.001500,-0.005900,-0.004100,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.003000,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_254.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_254.jpg,20_new_254.jpg,-0.000300,0.004900,-0.004700,-0.003000,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,uncertain,0.000200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_255.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_255.jpg,20_new_255.jpg,0.000400,0.005500,-0.004700,-0.003000,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,moderate_prediction,0.000900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_256.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_256.jpg,20_new_256.jpg,-0.003800,0.005300,-0.003500,-0.004800,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.002700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_257.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_257.jpg,20_new_257.jpg,0.003000,0.009100,-0.001300,-0.001600,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,0,0,1,1,0,0,0,Torn; Folded,strong_prediction,0.001100,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_258.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_258.jpg,20_new_258.jpg,-0.004500,0.007300,-0.003600,-0.005600,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,moderate_prediction,0.000700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_259.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_259.jpg,20_new_259.jpg,0.003300,0.005300,-0.001900,0.000000,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,0,1,0,0,0,0,Torn,strong_prediction,0.002700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_26.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_26.jpg,20_new_26.jpg,-0.011000,-0.003300,-0.011400,-0.007900,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,uncertain,0.000100,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_260.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_260.jpg,20_new_260.jpg,-0.003900,0.003300,-0.005300,-0.001800,-0.000500,0.008000,0.003800,0.008000,0.000000,0.008000,0.000000,0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.003400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_261.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_261.jpg,20_new_261.jpg,-0.000300,0.003700,-0.000900,0.001100,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,0,1,1,1,0,1,0,Torn; Folded; Stain,uncertain,0.000200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_262.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_262.jpg,20_new_262.jpg,-0.006600,-0.006000,0.000900,0.000500,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002000,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_263.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_263.jpg,20_new_263.jpg,-0.001600,-0.004400,0.004200,0.003500,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,1,1,0,1,1,1,0,Folded; Burnt; Stain,moderate_prediction,0.000400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_264.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_264.jpg,20_new_264.jpg,-0.003900,-0.005300,-0.000300,-0.000300,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_265.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_265.jpg,20_new_265.jpg,-0.003000,-0.005300,0.001200,0.000900,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002500,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_266.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_266.jpg,20_new_266.jpg,0.000300,0.001200,0.000900,-0.002200,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,0,1,1,1,0,1,0,Torn; Folded; Stain,moderate_prediction,0.000800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_267.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_267.jpg,20_new_267.jpg,-0.008000,-0.002800,-0.006200,-0.005200,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_268.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_268.jpg,20_new_268.jpg,-0.004500,-0.003800,-0.016900,-0.009500,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,0,0,1,0,0,1,Folded; Normal,strong_prediction,0.001500,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_269.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_269.jpg,20_new_269.jpg,-0.006200,-0.005300,-0.014900,-0.008800,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,0,0,1,0,0,1,Folded; Normal,moderate_prediction,0.000800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_27.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_27.jpg,20_new_27.jpg,-0.013700,-0.005300,-0.012400,-0.008900,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,0,0,1,0,0,1,Folded; Normal,moderate_prediction,0.000900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_270.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_270.jpg,20_new_270.jpg,-0.002900,-0.005600,0.005200,0.002500,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,1,1,0,1,1,1,0,Folded; Burnt; Stain,strong_prediction,0.001400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_271.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_271.jpg,20_new_271.jpg,-0.001500,-0.006000,0.004600,0.001800,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,1,1,0,1,1,1,0,Folded; Burnt; Stain,moderate_prediction,0.000800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_272.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_272.jpg,20_new_272.jpg,0.001800,0.002100,0.001200,0.003000,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,0,0,1,1,0,0,1,0,Torn; Stain,strong_prediction,0.002300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_273.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_273.jpg,20_new_273.jpg,-0.018200,-0.018000,-0.004500,-0.006800,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_274.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_274.jpg,20_new_274.jpg,-0.000100,-0.001700,0.009600,0.003700,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,1,1,1,1,1,1,1,1,0,Torn; Folded; Burnt; Stain,moderate_prediction,0.000400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_275.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_275.jpg,20_new_275.jpg,-0.002400,0.001600,0.005500,0.003100,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,1,1,0,1,1,1,0,Folded; Burnt; Stain,strong_prediction,0.001700,NOT(Burnt OR Torn),True,v3.1
