image_path,relative_path,filename,denomination,note_generation,predicted_labels,classification_status,torn_evidence_score,folded_evidence_score,burnt_evidence_score,stain_evidence_score,human_Torn,human_Folded,human_Burnt,human_Stain,human_Normal,review_status,review_notes
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_102.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_102.jpg,50_new_102.jpg,50,new,Burnt; Stain,strong_prediction,-0.0013,-0.0013,0.0068,0.0075,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_14.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_14.jpg,50_new_14.jpg,50,new,Stain,uncertain,-0.0099,-0.0031,-0.0073,0.0006,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_143.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_143.jpg,50_new_143.jpg,50,new,Torn; Folded; Burnt; Stain,uncertain,0.0126,0.0061,0.0018,0.0012,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_203.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_203.jpg,50_new_203.jpg,50,new,Normal,strong_prediction,-0.0156,-0.0072,-0.0205,-0.0018,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_204.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_204.jpg,50_new_204.jpg,50,new,Normal,strong_prediction,-0.0148,-0.009,-0.0208,-0.003,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_205.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_205.jpg,50_new_205.jpg,50,new,Normal,strong_prediction,-0.0164,-0.0088,-0.0202,-0.0031,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_25.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_25.jpg,50_new_25.jpg,50,new,Stain,strong_prediction,-0.0072,-0.0005,-0.0052,0.0029,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_259.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_259.jpg,50_new_259.jpg,50,new,Folded,strong_prediction,-0.007,0.0025,-0.0163,-0.0064,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_273.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_273.jpg,50_new_273.jpg,50,new,Stain,strong_prediction,-0.0014,-0.001,-0.0012,0.0025,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_278.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_278.jpg,50_new_278.jpg,50,new,Torn,strong_prediction,0.0031,-0.001,-0.0004,-0.0001,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_284.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_284.jpg,50_new_284.jpg,50,new,Torn,strong_prediction,0.0056,-0.0003,-0.0008,-0.0011,0,1,0,1,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_3.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_3.jpg,50_new_3.jpg,50,new,Stain,strong_prediction,-0.0064,-0.0016,-0.0005,0.0065,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_323.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_323.jpg,50_new_323.jpg,50,new,Folded,strong_prediction,-0.0026,0.0056,-0.0036,-0.0019,0,1,0,1,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_325.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_325.jpg,50_new_325.jpg,50,new,Torn,strong_prediction,0.0033,-0.0034,-0.0009,-0.0034,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_382.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_382.jpg,50_new_382.jpg,50,new,Folded,strong_prediction,-0.0006,0.0074,-0.0022,-0.0037,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_1.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_1.jpg,10_old_1.jpg,10,old,Normal,strong_prediction,-0.0157,-0.0066,-0.0059,-0.0046,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_10.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_10.jpg,10_old_10.jpg,10,old,Torn; Folded; Burnt; Stain,strong_prediction,0.0038,0.009,0.0084,0.0049,1,1,1,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_100.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_100.jpg,10_old_100.jpg,10,old,Stain,uncertain,-0.0027,-0.0011,0.0003,0.0006,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_101.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_101.jpg,10_old_101.jpg,10,old,Torn; Folded; Burnt,strong_prediction,0.0035,0.0064,0.0058,0.0004,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_102.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_102.jpg,10_old_102.jpg,10,old,Normal,strong_prediction,-0.0089,-0.0018,-0.0053,-0.0085,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_104.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_104.jpg,10_old_104.jpg,10,old,Folded; Burnt,moderate_prediction,-0.0029,0.0023,0.0029,-0.0002,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_109.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_109.jpg,10_old_109.jpg,10,old,Torn; Folded; Burnt,uncertain,0.0049,0.0041,0.0016,-0.0014,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_110.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_110.jpg,10_old_110.jpg,10,old,Burnt,strong_prediction,-0.0058,-0.0059,0.004,-0.004,1,0,1,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_122.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_122.jpg,10_old_122.jpg,10,old,Burnt; Stain,uncertain,-0.0027,0.0001,0.0037,0.0008,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_197.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_197.jpg,10_old_197.jpg,10,old,Stain,strong_prediction,-0.0092,-0.0021,-0.0047,0.0033,1,1,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_222.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_222.jpg,10_old_222.jpg,10,old,Stain,strong_prediction,-0.0071,-0.0032,-0.0025,0.0051,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_229.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_229.jpg,10_old_229.jpg,10,old,Stain,strong_prediction,-0.0021,0.0001,-0.0045,0.0053,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt Old Indian Bank Notes\Old 10 Rupees\10_old_398.jpg,Spoilt Indian Banknotes/Spoilt Old Indian Bank Notes/Old 10 Rupees/10_old_398.jpg,10_old_398.jpg,10,old,Torn,strong_prediction,0.0039,-0.0059,0.0012,-0.0114,1,1,0,0,0,verified,
